ticker,shortName,type,minTradeQuantity,currencyCode
ADC_US_EQ,ADC,STOCK,0.01,USD
HHT_US_EQ,ADD,STOCK,0.5,USD
ADDYY_US_EQ,ADDYY,STOCK,0.01,USD
XPER_US_EQ,ADEA,STOCK,0.01,USD
ARYD_US_EQ,ADGM,STOCK,0.1,USD
ADI_US_EQ,ADI,STOCK,0.01,USD
ADIL_US_EQ,ADIL,STOCK,0.15,USD
ADMl_EQ,ADM,STOCK,0.01,GBX
ADMA_US_EQ,ADMA,STOCK,0.1,USD
AMCI_US_EQ,ADN,STOCK,0.33,USD
ADPp_EQ,ADP,STOCK,0.01,EUR
ADPT_US_EQ,ADPT,STOCK,0.01,USD
ADRNY_US_EQ,ADRNY,STOCK,0.01,USD
EUSG_US_EQ,ADSE,STOCK,0.1,USD
ADSK_US_EQ,ADSK,STOCK,0.001,USD
ADT_US_EQ,ADT,STOCK,0.1,USD
ADTN_US_EQ,ADTN,STOCK,0.1,USD
ADTX_US_EQ,ADTX,STOCK,0.05,USD
CPAA_US_EQ,ADV,STOCK,1.0,USD
ADVM_US_EQ,ADVM,STOCK,0.1,USD
ADXe_EQ,ADX,STOCK,1.0,EUR
ADXN_US_EQ,ADXN,STOCK,0.15,USD
ADXS_US_EQ,ADXS,STOCK,1.0,USD
ADYEY_US_EQ,ADYEY,STOCK,0.01,USD
ADZe_EQ,ADZ,STOCK,0.1,EUR
AED_BE_EQ,AED,STOCK,0.02,EUR
AEGl_EQ,AEG,STOCK,1.0,GBX
CCCL_US_EQ,AEHL,STOCK,0.5,USD
AEHR_US_EQ,AEHR,STOCK,0.2,USD
HFEN_US_EQ,AEI,STOCK,0.3,USD
AEIS_US_EQ,AEIS,STOCK,1.0,USD
AEM_CA_EQ,AEM,STOCK,0.02,CAD
AEMD_US_EQ,AEMD,STOCK,1.0,USD
AEO_US_EQ,AEO,STOCK,0.1,USD
AEP_US_EQ,AEP,STOCK,0.01,USD
AER_US_EQ,AER,STOCK,0.01,USD
AERSl_EQ,AERS,STOCK,1.0,GBX
AES_US_EQ,AES,STOCK,0.01,USD
AESI_US_EQ,AESI,STOCK,1.0,USD
AETHUSDs_EQ,AETH,ETF,0.1,USD
AETUF_US_EQ,AETUF,STOCK,0.07,USD
IPV_US_EQ,AEVA,STOCK,0.2,USD
AEYE_US_EQ,AEYE,STOCK,0.1,USD
AFCG_US_EQ,AFCG,STOCK,0.01,USD
AFG_US_EQ,AFG,STOCK,0.01,USD
AFIB_US_EQ,AFIB,STOCK,0.1,USD
AFJKU_US_EQ,AFJKU,STOCK,0.1,USD
AFL_US_EQ,AFL,STOCK,0.01,USD
AFMD_US_EQ,AFMD,STOCK,0.2,USD
GLAQ_US_EQ,AFRI,STOCK,0.1,USD
AFRM_US_EQ,AFRM,STOCK,0.01,USD
FR_CA_EQ,AG,STOCK,0.16,CAD
AESE_US_EQ,AGAE,STOCK,1.0,USD
AGBA_US_EQ,AGBA,STOCK,0.1,USD
AGCO_US_EQ,AGCO,STOCK,0.01,USD
AGEN_US_EQ,AGEN,STOCK,0.12,USD
AGFY_US_EQ,AGFY,STOCK,0.1,USD
AGGEa_EQ,AGGE,ETF,0.26,USD
AGGPl_EQ,AGGP,ETF,0.3,GBX
AGI_CA_EQ,AGI,STOCK,0.06,CAD
AGLXY_US_EQ,AGLXY,STOCK,1.0,USD
AGM_US_EQ,AGM,STOCK,0.01,USD
AGMH_US_EQ,AGMH,STOCK,0.1,USD
AGNC_US_EQ,AGNC,STOCK,0.01,USD
AGR_US_EQ,AGR,STOCK,0.01,USD
AGRI_US_EQ,AGRI,STOCK,0.1,USD
AGRO_US_EQ,AGRO,STOCK,0.1,USD
AGRX_US_EQ,AGRX,STOCK,0.1,USD
AGS_US_EQ,AGS,STOCK,0.1,USD
BTEMl_EQ,AGT,STOCK,0.1,GBX
AGX_US_EQ,AGX,STOCK,0.01,USD
HX_US_EQ,AHG,STOCK,1.0,USD
AHH_US_EQ,AHH,STOCK,0.1,USD
AHI_US_EQ,AHI,STOCK,0.1,USD
AHPI_US_EQ,AHPIQ,STOCK,0.01,USD
AHR_US_EQ,AHR,STOCK,0.07,USD
AHT_US_EQ,AHT,STOCK,0.1,USD
AI1_US_EQ,AI,STOCK,0.01,USD
AIEV_US_EQ,AIEV,STOCK,0.7,USD
AIF_CA_EQ,AIF,STOCK,0.03,CAD
AIG_US_EQ,AIG,STOCK,0.01,USD
AIGIl_EQ,AIGI,ETF,0.1,USD
AIHS_US_EQ,AIHS,STOCK,1.0,USD
AIM_US_EQ,AIM,STOCK,0.1,USD
PWFL_US_EQ,AIOT,STOCK,0.1,USD
AIRd_EQ,AIR,STOCK,0.01,EUR
AIRE_US_EQ,AIRE,STOCK,0.01,USD
AIRG_US_EQ,AIRG,STOCK,0.1,USD
AIRI_US_EQ,AIRI,STOCK,1.0,USD
AIRS_US_EQ,AIRS,STOCK,0.1,USD
BYTS_US_EQ,AISP,STOCK,0.1,USD
AITR_US_EQ,AITR,STOCK,1.0,USD
ONE_US_EQ,AIU,STOCK,1.0,USD
AIV_US_EQ,AIV,STOCK,0.05,USD
AIXI_US_EQ,AIXI,STOCK,1.0,USD
AJG_US_EQ,AJG,STOCK,0.01,USD
AJX_US_EQ,AJX,STOCK,0.1,USD
AKAM_US_EQ,AKAM,STOCK,0.01,USD
AKAN_US_EQ,AKAN,STOCK,1.0,USD
AKBA_US_EQ,AKBA,STOCK,0.1,USD
AKR_US_EQ,AKR,STOCK,0.07,USD
AKRO_US_EQ,AKRO,STOCK,0.01,USD
AKTS_US_EQ,AKTS,STOCK,0.1,USD
AL_US_EQ,AL,STOCK,0.01,USD
ALAB_US_EQ,ALAB,STOCK,0.02,USD
SFET_US_EQ,ALAR,STOCK,0.3,USD
ALBe_EQ,ALB,STOCK,0.01,EUR
ALCCs_EQ,ALC,STOCK,0.02,CHF
ALCY_US_EQ,ALCY,STOCK,0.1,USD
ALDX_US_EQ,ALDX,STOCK,0.01,USD
ALE_US_EQ,ALE,STOCK,0.01,USD
ALEC_US_EQ,ALEC,STOCK,0.1,USD
ALF1_US_EQ,ALF,STOCK,0.1,USD
ALGM_US_EQ,ALGM,STOCK,0.01,USD
ALGN_US_EQ,ALGN,STOCK,0.001,USD
ALIM_US_EQ,ALIM,STOCK,0.1,USD
WPF_US_EQ,ALIT,STOCK,0.01,USD
ALK_US_EQ,ALK,STOCK,0.01,USD
ALKS_US_EQ,ALKS,STOCK,0.1,USD
ALL_US_EQ,ALL,STOCK,0.01,USD
ALLE_US_EQ,ALLE,STOCK,0.01,USD
SPAQ3_US_EQ,ALLGF,STOCK,0.1,USD
ALLIXp_EQ,ALLIX,STOCK,0.1,EUR
ALLK_US_EQ,ALLK,STOCK,0.01,USD
ALLO_US_EQ,ALLO,STOCK,0.05,USD
ALLR_US_EQ,ALLR,STOCK,1.0,USD
ALLT_US_EQ,ALLT,STOCK,0.1,USD
ALLY_US_EQ,ALLY,STOCK,0.01,USD
ALAIRp_EQ,ALMEX,STOCK,0.1,EUR
ALMS_US_EQ,ALMS,STOCK,0.1,USD
ALNTe_EQ,ALNT,STOCK,0.1,EUR
ALNY_US_EQ,ALNY,STOCK,0.01,USD
ALOT_US_EQ,ALOT,STOCK,0.1,USD
ALPMY_US_EQ,ALPMY,STOCK,0.1,USD
ALPP_US_EQ,ALPP,STOCK,1.0,USD
ALRM_US_EQ,ALRM,STOCK,0.01,USD
ALRN_US_EQ,ALRN,STOCK,0.3,USD
ALSN_US_EQ,ALSN,STOCK,0.01,USD
ALT_US_EQ,ALT,STOCK,0.1,USD
LTHM_US_EQ,ALTM,STOCK,0.15,USD
PEIX_US_EQ,ALTO,STOCK,0.1,USD
ALTR_US_EQ,ALTR,STOCK,0.1,USD
JAN_US_EQ,ALTS,STOCK,0.1,USD
ALUMm_EQ,ALUM,ETF,0.5,EUR
CPUH_US_EQ,ALUR,STOCK,0.1,USD
ALV_US_EQ,ALV,STOCK,0.01,USD
OACB_US_EQ,ALVO,STOCK,0.1,USD
ALVR_US_EQ,ALVR,STOCK,0.01,USD
ALXO_US_EQ,ALXO,STOCK,0.01,USD
ALYA_US_EQ,ALYAF,STOCK,0.6,USD
ALZN_US_EQ,ALZN,STOCK,0.27,USD
AM_US_EQ,AM,STOCK,0.1,USD
AMALs_EQ,AMAL,ETF,0.1,CHF
AMAT_US_EQ,AMAT,STOCK,0.01,USD
AMBA_US_EQ,AMBA,STOCK,0.01,USD
AMBO_US_EQ,AMBO,STOCK,0.35,USD
GRSV_US_EQ,AMBP,STOCK,0.1,USD
AMC_CA_EQ,AMC,STOCK,0.44,CAD
AMCR_US_EQ,AMCR,STOCK,0.1,USD
AMCX_US_EQ,AMCX,STOCK,0.01,USD
AMD_US_EQ,AMD,STOCK,0.01,USD
AMDSl_EQ,AMDS,ETF,0.01,USD
AMED_US_EQ,AMED,STOCK,0.001,USD
AMENe_EQ,AMEN,STOCK,0.1,EUR
AMGd_EQ,AMG,STOCK,0.01,EUR
AMGN_US_EQ,AMGN,STOCK,0.001,USD
AMH_US_EQ,AMH,STOCK,0.01,USD
AMIX_US_EQ,AMIX,STOCK,0.2,USD
AMKBY_US_EQ,AMKBY,STOCK,0.1,USD
AMKR_US_EQ,AMKR,STOCK,0.1,USD
LIACF_US_EQ,AMLI,STOCK,1.0,USD
AMLM_US_EQ,AMLM,STOCK,1.0,USD
AMLX_US_EQ,AMLX,STOCK,0.1,USD
AMN_US_EQ,AMN,STOCK,0.01,USD
AMPe_EQ,AMP,STOCK,1.0,EUR
AMPE_US_EQ,AMPE,STOCK,2.0,USD
AMPG_US_EQ,AMPG,STOCK,0.1,USD
AMPH_US_EQ,AMPH,STOCK,0.1,USD
AMPL_US_EQ,AMPL,STOCK,0.01,USD
AMPSl_EQ,AMPS,ETF,0.07,GBX
AMPX_US_EQ,AMPX,STOCK,0.15,USD
AMPY_US_EQ,AMPY,STOCK,0.1,USD
CTRA_US_EQ,AMR,STOCK,0.1,USD
AMRC_US_EQ,AMRC,STOCK,0.01,USD
AMRK_US_EQ,AMRK,STOCK,0.01,USD
AMRN_US_EQ,AMRN,STOCK,0.1,USD
AMRX_US_EQ,AMRX,STOCK,0.1,USD
AMS_US_EQ,AMS,STOCK,0.1,USD
AMSC_US_EQ,AMSC,STOCK,0.1,USD
AMST_US_EQ,AMST,STOCK,1.0,USD
AMSWA_US_EQ,AMSWA,STOCK,2.0,USD
AMT_US_EQ,AMT,STOCK,0.001,USD
HKIB_US_EQ,AMTD,STOCK,0.5,USD
AMTX_US_EQ,AMTX,STOCK,0.3,USD
AMWL_US_EQ,AMWL,STOCK,0.03,USD
AMZNl_EQ,AMZN,ETF,0.1,GBX
AN_US_EQ,AN,STOCK,0.01,USD
ANDR_AT_EQ,ANDR,STOCK,0.05,EUR
ANEB_US_EQ,ANEB,STOCK,0.1,USD
ANET_US_EQ,ANET,STOCK,0.01,USD
ANF_US_EQ,ANF,STOCK,0.01,USD
VMAC_US_EQ,ANGH,STOCK,0.1,USD
ANGPY_US_EQ,ANGPY,STOCK,0.1,USD
ANIP_US_EQ,ANIP,STOCK,0.01,USD
ANIX_US_EQ,ANIX,STOCK,0.3,USD
ANL_US_EQ,ANL,STOCK,0.07,USD
ANPDY_US_EQ,ANPDY,STOCK,0.001,USD
ANRO_US_EQ,ANRO,STOCK,0.09,USD
ANSC_US_EQ,ANSC,STOCK,1.0,USD
ANSS_US_EQ,ANSS,STOCK,0.001,USD
ANTE_US_EQ,ANTE,STOCK,0.5,USD
ANTX_US_EQ,ANTX,STOCK,0.1,USD
ANVS_US_EQ,ANVS,STOCK,0.1,USD
ANY_US_EQ,ANY,STOCK,0.5,USD
AON_US_EQ,AON,STOCK,0.001,USD
AOS_US_EQ,AOS,STOCK,0.01,USD
AOSL_US_EQ,AOSL,STOCK,0.1,USD
APA_US_EQ,APA,STOCK,0.01,USD
APAMa_EQ,APAM,STOCK,0.01,EUR
APCX_US_EQ,APCX,STOCK,0.1,USD
APD_US_EQ,APD,STOCK,0.001,USD
APDN_US_EQ,APDN,STOCK,0.1,USD
APGE_US_EQ,APGE,STOCK,0.05,USD
APHl_EQ,APH,STOCK,1.0,GBX
API_US_EQ,API,STOCK,0.01,USD
APLD_US_EQ,APLD,STOCK,1.0,USD
APLE_US_EQ,APLE,STOCK,0.1,USD
JMAC_US_EQ,APLM,STOCK,0.1,USD
APLS_US_EQ,APLS,STOCK,0.01,USD
APLT_US_EQ,APLT,STOCK,1.0,USD
APM_US_EQ,APM,STOCK,0.5,USD
APO_US_EQ,APO,STOCK,0.02,USD
APOG_US_EQ,APOG,STOCK,0.1,USD
APP_US_EQ,APP,STOCK,0.1,USD
APPF_US_EQ,APPF,STOCK,0.001,USD
APPN_US_EQ,APPN,STOCK,0.01,USD
APPSe_EQ,APPS,STOCK,0.1,EUR
APRE_US_EQ,APRE,STOCK,0.2,USD
APT_US_EQ,APT,STOCK,0.01,USD
APTO_US_EQ,APTO,STOCK,0.1,USD
APTV_US_EQ,APTV,STOCK,0.01,USD
APVO_US_EQ,APVO,STOCK,0.1,USD
APWC_US_EQ,APWC,STOCK,0.5,USD
APYX_US_EQ,APYX,STOCK,0.1,USD
AQB_US_EQ,AQB,STOCK,0.3,USD
AQMS_US_EQ,AQMS,STOCK,1.0,USD
AQN_CA_EQ,AQN,STOCK,0.13,CAD
AQST_US_EQ,AQST,STOCK,0.4,USD
AQU_US_EQ,AQU,STOCK,1.0,USD
AQWAm_EQ,AQWA,ETF,0.1,EUR
AR_US_EQ,AR,STOCK,0.1,USD
ARAY_US_EQ,ARAY,STOCK,0.1,USD
ARBl_EQ,ARB,STOCK,1.0,GBX
ARBB_US_EQ,ARBB,STOCK,1.0,USD
ITAC_US_EQ,ARBE,STOCK,0.1,USD
ARBK_US_EQ,ARBK,STOCK,0.1,USD
ARC_US_EQ,ARC,STOCK,0.1,USD
ARCB_US_EQ,ARCB,STOCK,0.01,USD
ARCC_US_EQ,ARCC,STOCK,0.1,USD
ARCH_US_EQ,ARCH,STOCK,0.01,USD
ARCO_US_EQ,ARCO,STOCK,0.1,USD
ARCT_US_EQ,ARCT,STOCK,0.01,USD
ARDS_US_EQ,ARDS,STOCK,0.1,USD
ARDT_US_EQ,ARDT,STOCK,0.0625,USD
ARDX_US_EQ,ARDX,STOCK,0.1,USD
ARE_CA_EQ,ARE,STOCK,0.1,CAD
AREB_US_EQ,AREB,STOCK,1.0,USD
AREC_US_EQ,AREC,STOCK,0.5,USD
AREN_US_EQ,AREN,STOCK,0.1,USD
ARES_US_EQ,ARES,STOCK,0.01,USD
ARGX_US_EQ,ARGX,STOCK,0.01,USD
ARHS_US_EQ,ARHS,STOCK,0.1,USD
ARI_US_EQ,ARI,STOCK,0.1,USD
ARIS_CA_EQ,ARIS,STOCK,0.3,CAD
ARKAl_EQ,ARKA,ETF,0.1,GBX
ARKBl_EQ,ARKB,ETF,0.1,GBX
ARKCl_EQ,ARKC,ETF,0.1,GBX
ARLO_US_EQ,ARLO,STOCK,0.1,USD
ARMe_EQ,ARM,STOCK,0.1,EUR
ARMK_US_EQ,ARMK,STOCK,0.01,USD
ARMN_US_EQ,ARMN,STOCK,0.4,USD
ARMP_US_EQ,ARMP,STOCK,0.1,USD
CENH_US_EQ,ARQQ,STOCK,0.1,USD
ARQT_US_EQ,ARQT,STOCK,0.01,USD
ARR_CA_EQ,ARR,STOCK,0.14,CAD
ARREF_US_EQ,ARREF,STOCK,1.0,USD
ARRY_US_EQ,ARRY,STOCK,1.0,USD
ARTL_US_EQ,ARTL,STOCK,0.25,USD
ARTV_US_EQ,ARTV,STOCK,0.083,USD
CIIC_US_EQ,ARVLF,STOCK,0.1,USD
ARVN_US_EQ,ARVN,STOCK,1.0,USD
ARW_US_EQ,ARW,STOCK,0.01,USD
ARWR_US_EQ,ARWR,STOCK,0.02,USD
ARZGY_US_EQ,ARZGY,STOCK,0.1,USD
AS_US_EQ,AS,STOCK,0.1,USD
ASAN_US_EQ,ASAN,STOCK,0.1,USD
ASAZY_US_EQ,ASAZY,STOCK,0.1,USD
ASB_US_EQ,ASB,STOCK,0.1,USD
ASOSl_EQ,ASC,STOCK,0.01,GBX
ASGLY_US_EQ,ASGLY,STOCK,0.1,USD
ASIX_US_EQ,ASIX,STOCK,0.01,USD
MNCL_US_EQ,ASLE,STOCK,0.1,USD
ASLN_US_EQ,ASLN,STOCK,0.44,USD
ASM_CA_EQ,ASM,STOCK,1.0,CAD
ASMB_US_EQ,ASMB,STOCK,1.0,USD
ASMLa_EQ,ASML,STOCK,0.001,EUR
ASND_US_EQ,ASND,STOCK,0.01,USD
ASNS_US_EQ,ASNS,STOCK,1.0,USD
ASO_US_EQ,ASO,STOCK,0.1,USD
ASOMY_US_EQ,ASOMY,STOCK,0.01,USD
ASPI1_US_EQ,ASPI,STOCK,0.29,USD
ASPN_US_EQ,ASPN,STOCK,0.1,USD
ASPS_US_EQ,ASPS,STOCK,0.1,USD
ASPYl_EQ,ASPY,ETF,0.1,GBX
ASRT_US_EQ,ASRT,STOCK,0.1,USD
ASST_US_EQ,ASST,STOCK,0.63,USD
ASTC_US_EQ,ASTC,STOCK,0.1,USD
AMEH_US_EQ,ASTH,STOCK,0.01,USD
ASTI_US_EQ,ASTI,STOCK,0.1,USD
ASTL_CA_EQ,ASTL,STOCK,0.11,CAD
NPA_US_EQ,ASTS,STOCK,0.01,USD
ASX_US_EQ,ASX,STOCK,0.1,USD
ATAI_US_EQ,ATAI,STOCK,0.1,USD
ATAT_US_EQ,ATAT,STOCK,0.1,USD
ATEN_US_EQ,ATEN,STOCK,0.1,USD
MWK_US_EQ,ATER,STOCK,0.3,USD
ATGL_US_EQ,ATGL,STOCK,0.25,USD
ATHA_US_EQ,ATHA,STOCK,1.0,USD
ATHE_US_EQ,ATHE,STOCK,0.3,USD
ATHM_US_EQ,ATHM,STOCK,0.01,USD
ATHX_US_EQ,ATHXQ,STOCK,0.4,USD
ATIF_US_EQ,ATIF,STOCK,0.1,USD
FAII_US_EQ,ATIP,STOCK,0.1,USD
ATKR_US_EQ,ATKR,STOCK,0.01,USD
ATLC_US_EQ,ATLC,STOCK,0.01,USD
SQL_US_EQ,ATLN,STOCK,0.1,USD
ATLX_US_EQ,ATLX,STOCK,0.1,USD
ATMC_US_EQ,ATMC,STOCK,1.0,USD
ATMU_US_EQ,ATMU,STOCK,0.05,USD
ATMV_US_EQ,ATMV,STOCK,1.0,USD
KBLM_US_EQ,ATNF,STOCK,0.3,USD
ATNM_US_EQ,ATNM,STOCK,1.0,USD
ATO_US_EQ,ATO,STOCK,0.001,USD
ATOMl_EQ,ATOM,STOCK,0.1,GBX
ATOS_US_EQ,ATOS,STOCK,1.0,USD
ATPC_US_EQ,ATPC,STOCK,1.0,USD
ATRA_US_EQ,ATRA,STOCK,0.11,USD
ATRO_US_EQ,ATRO,STOCK,0.1,USD
ATS_US_EQ,ATS,STOCK,0.03,USD
ATSTl_EQ,ATST,STOCK,0.1,GBX
ATUS_US_EQ,ATUS,STOCK,0.01,USD
ATUSF_US_EQ,ATUSF,STOCK,0.1,USD
ATXG_US_EQ,ATXG,STOCK,0.1,USD
ATXI_US_EQ,ATXI,STOCK,0.12,USD
CATB_US_EQ,ATXS,STOCK,0.1,USD
LIFE_US_EQ,ATYR,STOCK,0.1,USD
AU_US_EQ,AU,STOCK,2.0,USD
AUBp_EQ,AUB,STOCK,0.022,EUR
AUDC_US_EQ,AUDC,STOCK,0.01,USD
AUGMl_EQ,AUGM,STOCK,1.0,GBX
AUGRp_EQ,AUGR,STOCK,0.1,EUR
DPW_US_EQ,AULT,STOCK,1.0,USD
AUMN_US_EQ,AUMN,STOCK,1.0,USD
AUNA_US_EQ,AUNA,STOCK,0.12,USD
AUPH_US_EQ,AUPH,STOCK,0.05,USD
RTPY_US_EQ,AUR,STOCK,0.1,USD
AURA_US_EQ,AURA,STOCK,0.1,USD
AUST_US_EQ,AUST,STOCK,1.0,USD
AUTL_US_EQ,AUTL,STOCK,0.1,USD
AUUD_US_EQ,AUUD,STOCK,0.26,USD
AVAV__US_EQ,AVAV,STOCK,0.01,USD
AVB_US_EQ,AVB,STOCK,0.001,USD
AVBP_US_EQ,AVBP,STOCK,0.05,USD
AVDL_US_EQ,AVDL,STOCK,1.0,USD
AVGO_US_EQ,AVGO,STOCK,0.001,USD
AVGR_US_EQ,AVGR,STOCK,1.0,USD
AVIR_US_EQ,AVIR,STOCK,0.01,USD
AVNT_CA_EQ,AVNT,STOCK,1.0,CAD
AVNW_US_EQ,AVNW,STOCK,0.1,USD
APXT_US_EQ,AVPT,STOCK,0.1,USD
AVT_US_EQ,AVT,STOCK,0.01,USD
AVTBF_US_EQ,AVTBF,STOCK,1.0,USD
AVTE_US_EQ,AVTE,STOCK,0.1,USD
AVTR_US_EQ,AVTR,STOCK,2.0,USD
AVTXa_EQ,AVTX,STOCK,0.1,EUR
AVXL_US_EQ,AVXL,STOCK,0.2,USD
AVY_US_EQ,AVY,STOCK,0.01,USD
PONO_US_EQ,AWIN,STOCK,0.1,USD
AWK_US_EQ,AWK,STOCK,0.001,USD
AWR_US_EQ,AWR,STOCK,0.01,USD
AWRE_US_EQ,AWRE,STOCK,0.1,USD
AWX_US_EQ,AWX,STOCK,0.3,USD
AX_US_EQ,AX,STOCK,0.01,USD
AXDX_US_EQ,AXDX,STOCK,0.1,USD
AXL_US_EQ,AXL,STOCK,0.1,USD
AXLA_US_EQ,AXLA,STOCK,0.06,USD
AAXN_US_EQ,AXON,STOCK,0.01,USD
AXP_US_EQ,AXP,STOCK,0.001,USD
AXSM_US_EQ,AXSM,STOCK,0.02,USD
AXTI_US_EQ,AXTI,STOCK,0.1,USD
AY_US_EQ,AY,STOCK,0.01,USD
AYI_US_EQ,AYI,STOCK,0.01,USD
AYRO_US_EQ,AYRO,STOCK,0.1,USD
AYTU_US_EQ,AYTU,STOCK,1.0,USD
AZEK_US_EQ,AZEK,STOCK,0.01,USD
AZN_US_EQ,AZN,STOCK,0.01,USD
AZO_US_EQ,AZO,STOCK,0.001,USD
AZPN1_US_EQ,AZPN,STOCK,0.01,USD
AZRE_US_EQ,AZREF,STOCK,0.01,USD
BRKS_US_EQ,AZTA,STOCK,0.01,USD
AZTR_US_EQ,AZTR,STOCK,0.3,USD
AZZ_US_EQ,AZZ,STOCK,0.01,USD
BA_US_EQ,BA,STOCK,0.01,USD
BABl_EQ,BAB,STOCK,0.1,GBX
BABA_US_EQ,BABA,STOCK,0.001,USD
BACd_EQ,BAC,STOCK,0.026,EUR
BAERs_EQ,BAER,STOCK,0.01,CHF
BAH_US_EQ,BAH,STOCK,0.01,USD
BAK_US_EQ,BAK,STOCK,0.1,USD
BLL_US_EQ,BALL,STOCK,0.01,USD
TRWH_US_EQ,BALY,STOCK,0.01,USD
BAM1_US_EQ,BAM,STOCK,0.1,USD
BAND_US_EQ,BAND,STOCK,0.01,USD
BANL_US_EQ,BANL,STOCK,0.1,USD
BANT_US_EQ,BANT,STOCK,1.0,USD
BAOS_US_EQ,BAOS,STOCK,0.1,USD
BAP_US_EQ,BAP,STOCK,0.01,USD
STIC_US_EQ,BARK,STOCK,0.1,USD
BASE_US_EQ,BASE,STOCK,0.01,USD
BATRA_US_EQ,BATRA,STOCK,0.01,USD
BATRK_US_EQ,BATRK,STOCK,0.01,USD
BATTl_EQ,BATT,ETF,0.1,USD
BAX_US_EQ,BAX,STOCK,2.0,USD
BAYA_US_EQ,BAYA,STOCK,1.0,USD
